1462795688954137	8281	b7	92	88	f3	d1	ed	577515
1462795688954237	8282	8f	10	dd	3b	a9	c2	577630
1462795688964307	8284	da	ee	ad	95	2e	c6	577745
1462795688982349	8286	ce	2b	40	c4	d3	61	577860
1462795689008322	8289	9d	01	2a	00	02	00	577946
1462795689008507	8290	9f	14	72	3c	08	44	578061
1462795689008622	8291	0b	53	b2	34	7d	88	578176
1462795689008770	8292	c1	10	a7	63	c9	76	578291
1462795689008925	8293	1f	15	e0	03	08	93	578406
1462795689009051	8294	f1	e6	57	55	5f	28	578521
1462795689010423	8296	4b	58	d8	01	8e	35	578636
1462795689010569	8297	be	cd	57	45	c5	92	578751
1462795689060816	8302	9d	01	2a	00	02	00	578836
1462795689061047	8303	7a	19	bd	f2	f9	d9	578951
1462795689061161	8304	35	a4	fc	9f	8a	e4	579066
1462795689061342	8305	43	6c	e7	fb	ce	9a	579181
1462795689061476	8306	7e	0f	4c	90	47	56	579296
1462795689061586	8307	96	6d	6c	88	99	58	579411
1462795689061720	8308	7a	3b	c0	33	14	ed	579526
1462795689061825	8309	20	dd	87	4d	3b	aa	579641
1462795689117525	8314	9d	01	2a	00	02	00	579748
1462795689117737	8315	ff	34	f0	53	0d	d6	579863
1462795689117852	8316	3f	13	8f	28	43	13	579978
1462795689118017	8317	61	92	79	aa	9b	b1	580093
1462795689118152	8318	38	ef	5d	3d	2c	2f	580208
1462795689118285	8319	4d	56	4d	db	fd	61	580323
1462795689118440	8320	2f	39	40	fc	e1	03	580438
1462795689118578	8321	ca	fc	90	3c	83	d9	580553
1462795689171851	8326	9d	01	2a	00	02	00	580666
1462795689172074	8327	35	47	ad	e3	4c	53	580781
1462795689172189	8328	b0	16	46	d1	6d	ac	580896
1462795689172312	8329	32	b2	45	e3	d5	0a	581011
1462795689172460	8330	6a	20	53	52	1c	20	581126
1462795689172602	8331	79	85	f8	96	05	b9	581241
1462795689172759	8332	ad	28	a0	38	a9	e4	581356
1462795689172867	8333	a0	f6	08	93	da	cb	581471
1462795689172969	8334	48	d0	75	39	ca	96	581586
1462795689220458	8339	9d	01	2a	00	02	00	581676
1462795689220614	8340	35	47	ad	e3	4c	53	581791
1462795689220761	8341	b0	16	46	d1	6d	ac	581906
1462795689220889	8342	32	b2	45	e3	d5	0a	582021
1462795689221020	8343	6a	20	53	52	1c	20	582136
1462795689221156	8344	79	85	f8	96	05	b9	582251
1462795689221261	8345	ad	28	a0	38	a9	e4	582366
1462795689221363	8346	a0	f6	08	93	da	cb	582481
1462795689221462	8347	48	d0	75	39	ca	96	582596
1462795689277925	8352	9d	01	2a	00	02	00	582686
1462795689278122	8353	35	47	ad	e3	4c	53	582801
1462795689278236	8354	b0	16	46	d1	6d	ac	582916
1462795689278374	8355	32	b2	45	e3	d5	0a	583031
1462795689278506	8356	6a	20	53	52	1c	20	583146
1462795689278612	8357	79	85	f8	96	05	b9	583261
1462795689278716	8358	ad	28	a0	38	a9	e4	583376
1462795689278816	8359	a0	f6	08	93	da	cb	583491
1462795689278916	8360	48	d0	75	39	ca	96	583606
1462795689330583	8366	9d	01	2a	00	02	00	583696
1462795689330777	8367	35	47	ad	e3	4c	53	583811
1462795689330892	8368	b0	16	46	d1	6d	ac	583926
1462795689331035	8369	32	b2	45	e3	d5	0a	584041
1462795689331172	8370	6a	20	53	52	1c	20	584156
1462795689331296	8371	79	85	f8	96	05	b9	584273
1462795689331423	8372	ad	28	a0	38	a9	e4	584390
1462795689331529	8373	a0	f6	08	93	da	cb	584507
1462795689331635	8374	48	d0	75	39	ca	96	584624
1462795689377775	8380	9d	01	2a	00	02	00	584716
1462795689377970	8381	35	47	ad	e3	4c	53	584833
1462795689378101	8382	b0	16	46	d1	6d	ac	584950
1462795689378232	8383	32	b2	45	e3	d5	0a	585067
1462795689378373	8384	6a	20	53	52	1c	20	585184
1462795689378478	8385	79	85	f8	96	05	b9	585301
1462795689378584	8386	ad	28	a0	38	a9	e4	585418
1462795689378684	8387	a0	f6	08	93	da	cb	585535
1462795689378783	8388	48	d0	75	39	ca	96	585652
1462795689423425	8396	9d	01	2a	00	02	00	585742
1462795689423613	8397	35	47	ad	e3	4c	53	585857
1462795689423769	8398	b0	16	46	d1	6d	ac	585972
1462795689423902	8399	32	b2	45	e3	d5	0a	586087
1462795689424044	8400	6a	20	53	52	1c	20	586202
1462795689424166	8401	79	85	f8	96	05	b9	586317
1462795689424299	8402	ad	28	a0	38	a9	e4	586432
1462795689424408	8403	a0	f6	08	93	da	cb	586547
1462795689424510	8404	48	d0	75	39	ca	96	586662
1462795689456014	8409	a0	f6	08	93	da	cb	586752
1462795689472703	8410	9d	01	2a	00	02	00	586867
1462795689472894	8411	35	47	ad	e3	4c	53	586982
1462795689473062	8412	b0	16	46	d1	6d	ac	587097
1462795689500508	8415	32	b2	45	e3	d5	0a	587212
1462795689501507	8417	6a	20	53	52	1c	20	587327
1462795689502525	8419	79	85	f8	96	05	b9	587442
1462795689528510	8421	ad	28	a0	38	a9	e4	587557
1462795689529510	8423	a0	f6	08	93	da	cb	587672
1462795689530498	8425	48	d0	75	39	ca	96	587787
1462795689557521	8427	54	d7	d4	f3	d3	f2	587902
1462795689558519	8429	60	e5	30	40	ee	b3	588017
1462795689585519	8431	ad	28	a0	38	a9	e4	588132
1462795689586525	8433	c3	09	8a	5d	c5	d8	588247
1462795689613524	8435	2f	c8	d8	a2	ae	bf	588362
1462795689614519	8437	b2	55	bd	d5	ce	24	588477
1462795689614646	8438	40	47	d0	fa	73	fe	588592
1462795689641528	8440	86	2e	15	45	96	0f	588707
1462795689642543	8442	cf	ca	ac	30	7a	0f	588822
1462795689643542	8444	3a	3b	e3	57	3a	42	588937
1462795689669532	8446	17	18	55	d3	33	a2	589052
1462795689670521	8448	3e	61	08	39	a0	a5	589167
1462795689671530	8450	a1	da	a6	3a	53	51	589282
1462795689697712	8452	b1	ba	5f	a5	b0	96	589397
1462795689697838	8453	7e	dc	cf	e6	f7	c1	589512
1462795689698686	8455	de	4e	29	3f	05	a7	589627
1462795689699646	8457	9c	11	1f	09	2e	a9	589742
1462795689725637	8459	3d	c9	83	d8	69	2b	589857
1462795689726654	8461	7c	e7	76	3e	28	37	589972
1462795689727646	8463	a3	e3	93	2c	13	d1	590087
1462795689728618	8465	b4	a0	00	06	97	1a	590202
1462795689728728	8466	3a	fc	17	70	9e	a1	590317
1462795689754676	8468	83	27	32	b1	59	f9	590432
1462795689755642	8470	47	05	26	d5	26	59	590547
1462795689756601	8472	3d	c9	83	d8	69	2b	590662
1462795689782637	8475	02	bc	cf	c8	da	7f	590777
1462795689783623	8477	8f	0c	7a	11	5d	ec	590892
1462795689784625	8479	af	40	c2	58	89	70	591007
1462795689810658	8481	fb	07	09	21	0e	78	591122
1462795689810781	8482	42	40	a1	f6	d0	e5	591237
1462795689811616	8484	d3	00	4b	a7	37	2f	591352
1462795689812601	8486	a8	ac	2c	1e	90	49	591467
1462795689838672	8488	2c	25	6f	9b	41	48	591582
1462795689838824	8489	3a	53	51	59	86	78	591697
1462795689839662	8491	db	1b	01	ba	a7	22	591812
1462795689840657	8493	75	87	bc	1d	6e	58	591929
1462795689841659	8495	78	de	7e	7f	be	3c	592046
1462795689866679	8497	6a	4b	fa	a3	71	cd	592163
1462795689867686	8499	a0	64	da	aa	f1	20	592280
1462795689868668	8501	8d	23	c3	47	5a	7d	592397
1462795689869664	8503	55	26	c8	6f	01	e2	592514
1462795689870674	8505	f9	73	29	14	8e	ea	592631
1462795689894673	8507	89	93	f2	d7	f1	1f	592748
1462795689895664	8509	92	3c	ca	47	63	b5	592865
1462795689897672	8511	12	c1	9c	6c	0d	38	592982
1462795689897820	8512	e6	43	9e	c4	ac	53	593099
1462795689922678	8516	3d	3f	2c	69	53	cf	593214
1462795689922806	8517	24	49	bf	b1	c9	12	593329
1462795689925701	8519	fd	e9	b1	a4	63	9e	593444
1462795689925839	8520	3f	8a	a9	36	43	98	593559
1462795689950658	8522	59	9d	a2	76	58	c9	593674
1462795689950802	8523	fe	52	60	6e	34	0c	593789
1462795689953680	8525	db	36	4a	bb	a9	66	593904
1462795689953785	8526	b1	3f	2d	08	23	cf	594019
1462795689978702	8528	52	73	7d	3f	9c	9e	594134
1462795689978828	8529	79	91	59	f0	d4	1d	594249
1462795689981676	8531	d8	16	79	30	ad	4a	594364
1462795689981780	8532	5e	be	f5	f3	e6	fd	594479
1462795690006671	8534	d0	7f	7f	52	b6	62	594594
1462795690006778	8535	a3	22	d7	32	03	62	594709
1462795690006928	8536	cd	34	3f	80	59	76	594824
1462795690009702	8538	ca	3c	87	0a	27	eb	594939
1462795690009802	8539	80	4b	14	08	27	e5	595054
1462795690034586	8541	8a	72	67	3a	5f	6f	595169
1462795690034723	8542	f3	e2	0c	c6	75	8c	595284
1462795690035668	8544	d6	da	3c	29	ab	ad	595399
1462795690035823	8545	6d	3a	48	14	f1	b1	595514
1462795690038696	8547	2e	36	fa	98	e9	4d	595629
1462795690038822	8548	0d	56	1a	05	84	cc	595744
1462795690063721	8550	38	03	7b	3f	3a	81	595859
1462795690063858	8551	47	82	3d	f4	55	7a	595974
1462795690065606	8553	28	71	26	67	d9	35	596089
1462795690065709	8554	7b	e4	10	1f	0d	c8	596204
1462795690067689	8556	9d	01	2a	00	02	00	596255
1462795690067840	8557	55	2f	67	62	6d	b8	596370
1462795690092679	8559	30	07	c2	2a	c0	71	596485
1462795690092803	8560	95	f1	94	c4	0b	fc	596600
1462795690094706	8562	81	92	0a	ad	d2	24	596715
1462795690094814	8563	7d	bb	1c	db	e4	c3	596830
1462795690096653	8565	46	93	d6	dc	46	86	596945
1462795690096826	8566	19	5b	8f	5f	13	65	597060
1462795690121733	8568	9a	09	5b	57	68	fc	597175
1462795690121882	8569	c6	95	3c	f4	fc	b1	597290
1462795690123707	8571	97	0d	5a	d9	73	01	597405
1462795690123828	8572	6b	dd	98	28	b9	eb	597520
1462795690125723	8574	b3	af	6a	89	52	00	597635
1462795690125823	8575	4d	46	7c	0c	1a	f3	597750
1462795690125945	8576	b9	25	b2	83	c9	91	597865
1462795690150717	8578	ac	fa	0e	50	35	8b	597980
1462795690150850	8579	df	7c	6b	77	38	b8	598095
1462795690152740	8581	a6	01	5c	af	47	fe	598210
1462795690153443	8582	9d	01	2a	00	02	00	598293
1462795690154703	8584	06	50	3e	0c	a0	7c	598408
1462795690154806	8585	6b	7f	d5	28	1e	0e	598523
1462795690178717	8587	95	98	e4	db	1e	14	598638
1462795690178853	8588	9e	ac	f9	dd	42	05	598753
1462795690180722	8590	26	45	0f	84	90	95	598868
1462795690180839	8591	75	0a	9e	7c	ee	0a	598983
1462795690182719	8593	9f	c3	e3	5e	3f	8f	599098
1462795690182821	8594	c8	4e	27	9b	e3	81	599213
1462795690206692	8596	b5	ad	c1	34	f3	25	599328
1462795690206794	8597	cf	3b	38	e9	04	91	599443
1462795690208769	8599	9d	01	2a	00	02	00	599497
1462795690208871	8600	09	d9	01	3b	20	27	599612
1462795690210679	8602	c9	b3	38	62	c6	42	599727
1462795690210782	8603	b0	22	01	fe	55	09	599842
1462795690234711	8605	d0	3c	2b	50	6d	16	599957
1462795690234852	8606	a5	4f	1a	f2	1c	d5	600072
1462795690235010	8607	2d	74	31	b2	79	18	600187
1462795690235720	8609	42	94	a6	16	75	23	600302
1462795690237684	8611	cb	02	4c	3b	19	b2	600417
1462795690237788	8612	04	98	c0	19	d0	4b	600532
1462795690240642	8614	9d	01	2a	00	02	00	600604
1462795690240798	8615	90	13	b2	02	76	40	600719
1462795690263717	8617	b6	0e	cb	65	9e	4e	600834
1462795690263870	8618	89	5d	60	f7	a2	30	600949
1462795690264686	8620	0e	7a	d0	26	bb	42	601064
1462795690264788	8621	0b	42	af	22	80	cd	601179
1462795690266746	8623	58	32	d1	e3	14	43	601294
1462795690266898	8624	4f	e1	da	be	fa	80	601409
1462795690269735	8626	43	3a	75	5c	9b	53	601524
1462795690269837	8627	ef	50	8a	37	f6	68	601639
1462795690293219	8629	9d	01	2a	00	02	00	601702
1462795690293341	8630	a2	4e	fd	c5	bf	d7	601817
1462795690293641	8632	c0	16	55	0c	d3	56	601932
1462795690293746	8633	c0	a5	34	e1	0e	48	602047
1462795690295677	8635	89	be	04	f0	1c	85	602162
1462795690295781	8636	74	c5	71	79	9d	4c	602277
1462795690297761	8638	a0	59	59	8b	bc	84	602392
1462795690297875	8639	20	93	08	3a	1a	aa	602507
1462795690322718	8641	69	8c	17	a2	52	4e	602622
1462795690322820	8642	8a	55	eb	d0	2e	b7	602737
1462795690323444	8643	9d	01	2a	00	02	00	602787
1462795690323709	8645	fb	2b	1b	10	09	d9	602902
1462795690323814	8646	a7	28	7d	f7	d3	fe	603017
1462795690325709	8648	10	16	2b	ca	e9	00	603132
1462795690325811	8649	9e	56	3c	23	a1	5c	603247
1462795690350779	8651	d5	3d	dd	72	7e	57	603362
1462795690350938	8652	14	eb	b3	06	15	ef	603477
1462795690351050	8653	28	99	3c	eb	59	d1	603592
1462795690351727	8655	c2	d9	dc	85	3f	4a	603707
1462795690352713	8657	b7	1f	72	48	e1	37	603822
1462795690354297	8659	9d	01	2a	00	02	00	603859
1462795690354447	8660	f2	c6	95	3c	f4	fc	603974
1462795690354559	8661	27	17	f0	19	ff	3e	604089
1462795690378725	8663	b1	46	c3	a5	bd	cc	604204
1462795690378854	8664	88	7c	a2	24	df	da	604319
1462795690380761	8666	ae	f1	4a	1e	4e	33	604434
1462795690381707	8668	8b	36	2a	8b	da	d9	604551
1462795690381855	8669	26	5e	12	df	89	f7	604668
1462795690381967	8670	47	a9	87	0e	a1	a0	604785
1462795690384375	8672	9d	01	2a	00	02	00	604900
1462795690384519	8673	f2	c6	95	3c	f4	fc	605017
1462795690406706	8675	27	17	f0	19	ff	3e	605134
1462795690406834	8676	b1	46	c3	a5	bd	cc	605251
1462795690408749	8678	88	7c	a2	24	df	da	605368
1462795690411003	8680	ae	f1	4a	1e	4e	33	605485
1462795690411153	8681	8b	36	2a	8b	da	d9	605602
1462795690411265	8682	26	5e	12	df	89	f7	605719
1462795690411597	8684	47	a9	87	0e	a1	a0	605836
1462795690414330	8686	9d	01	2a	00	02	00	605951
1462795690414483	8687	53	cf	4f	cb	1a	54	606068
1462795690435692	8691	3c	ce	29	ff	51	0a	606183
1462795690435836	8692	e6	28	62	40	fd	cf	606298
1462795690438697	8694	30	5f	ba	36	4b	41	606413
1462795690440794	8696	d4	9a	f3	45	34	42	606528
1462795690440951	8697	27	79	74	3e	1c	a7	606643
1462795690441057	8698	10	80	c5	10	e2	96	606758
1462795690441156	8699	1c	b5	c8	37	10	a1	606873
1462795690466939	8702	9d	01	2a	00	02	00	606983
1462795690467089	8703	53	cf	4f	cb	1a	54	607098
1462795690467216	8704	3c	ce	29	ff	51	0a	607213
1462795690467343	8705	e6	28	62	40	fd	cf	607328
1462795690467476	8706	30	5f	ba	36	4b	41	607443
1462795690468720	8708	d4	9a	f3	45	34	42	607558
1462795690468821	8709	27	79	74	3e	1c	a7	607673
1462795690470747	8711	10	80	c5	10	e2	96	607788
1462795690470906	8712	1c	b5	c8	37	10	a1	607903
1462795690524544	8718	9d	01	2a	00	02	00	608013
1462795690524698	8719	b3	d4	1e	32	2a	90	608128
1462795690524860	8720	77	cf	0c	99	b4	f8	608243
1462795690524999	8721	71	d5	64	f6	2b	9b	608358
1462795690525140	8722	72	26	24	af	48	1a	608473
1462795690525282	8723	d1	fa	61	05	86	62	608588
1462795690525405	8724	b4	6d	36	ca	71	f5	608703
1462795690525510	8725	16	1b	02	4a	8c	0a	608818
1462795690587673	8730	9d	01	2a	00	02	00	608885
1462795690587819	8731	89	5e	17	12	48	1d	609000
1462795690587958	8732	4d	7b	fc	63	2b	cb	609115
1462795690588086	8733	ff	2a	46	3d	64	7a	609230
1462795690588231	8734	fa	9e	16	30	ad	7c	609345
1462795690588365	8735	42	74	3a	ae	7b	ab	609460
1462795690588509	8736	ea	00	9c	75	11	68	609575
1462795690588613	8737	91	98	c4	18	72	7a	609690
1462795690633458	8742	9d	01	2a	00	02	00	609771
1462795690633609	8743	a2	f8	5c	27	de	3c	609886
1462795690633770	8744	fe	5d	59	2e	c6	51	610001
1462795690633905	8745	9f	7f	f6	11	02	90	610116
1462795690634041	8746	27	ba	7f	cc	be	2a	610231
1462795690634177	8747	8c	6e	66	53	aa	ce	610346
1462795690634300	8748	77	97	df	18	33	a0	610461
1462795690634404	8749	7f	65	c1	b7	ae	fc	610576
1462795690683885	8754	9d	01	2a	00	02	00	610667
1462795690684036	8755	44	f4	14	22	97	fa	610782
1462795690684174	8756	a6	bb	60	e4	87	8b	610897
1462795690684298	8757	3f	b7	55	da	56	74	611012
1462795690684433	8758	c8	4a	4f	4d	30	05	611127
1462795690684547	8759	a7	dd	f1	a7	17	d7	611242
1462795690684683	8760	27	aa	f0	02	f0	2e	611357
1462795690684821	8761	24	c5	4a	ef	03	43	611472
1462795690741553	8766	9d	01	2a	00	02	00	611574
1462795690741670	8767	a2	e0	94	7a	5d	f7	611689
1462795690741833	8768	59	6d	f7	84	5f	da	611804
1462795690741958	8769	35	4d	0e	37	30	b6	611919
1462795690742082	8770	20	0f	c9	20	b7	58	612034
1462795690742188	8771	43	51	1c	99	c9	58	612149
1462795690742291	8772	ea	fb	81	88	9c	c0	612264
1462795690742391	8773	cb	9e	23	fb	c0	06	612379
1462795690796490	8778	9d	01	2a	00	02	00	612487
1462795690796643	8779	e5	8d	1c	6f	1c	8d	612602
1462795690796802	8780	fd	ba	b5	16	d8	22	612717
1462795690796924	8781	10	c4	f2	14	2b	3f	612832
1462795690797068	8782	f6	86	46	de	ac	eb	612947
1462795690797220	8783	46	2a	27	bb	87	b8	613062
1462795690797343	8784	f3	76	fc	29	59	c6	613177
1462795690797482	8785	be	65	c2	88	7d	d2	613292
1462795690797640	8786	c7	ee	7a	20	c3	f3	613407
1462795690848730	8790	9d	01	2a	00	02	00	613447
1462795690848890	8791	87	6d	3d	e9	cb	91	613562
1462795690849050	8792	68	c2	8f	ba	42	dc	613677
1462795690849158	8793	f6	39	19	b4	c3	05	613792
1462795690849301	8794	78	55	74	79	55	df	613907
1462795690849464	8795	e5	93	0a	cf	d1	5d	614024
1462795690849601	8796	3b	c9	7f	ac	08	33	614141
1462795690849740	8797	5a	d3	54	e5	2a	fc	614258
1462795690849879	8798	96	51	ae	1e	03	ab	614375
1462795690904188	8804	9d	01	2a	00	02	00	614461
1462795690904336	8805	87	6d	3d	e9	cb	91	614578
1462795690904467	8806	68	c2	8f	ba	42	dc	614695
1462795690904607	8807	f6	39	19	b4	c3	05	614812
1462795690904732	8808	78	55	74	79	55	df	614929
1462795690904863	8809	e5	93	0a	cf	d1	5d	615046
1462795690905018	8810	3b	c9	7f	ac	08	33	615163
1462795690905142	8811	5a	d3	54	e5	2a	fc	615280
1462795690905291	8812	96	51	ae	1e	03	ab	615397
1462795690956231	8819	9d	01	2a	00	02	00	615481
1462795690956380	8820	87	6d	3d	e9	cb	91	615596
1462795690956511	8821	68	c2	8f	ba	42	dc	615711
1462795690956634	8822	f6	39	19	b4	c3	05	615826
1462795690956738	8823	78	55	74	79	55	df	615941
1462795690956860	8824	e5	93	0a	cf	d1	5d	616056
1462795690956984	8825	3b	c9	7f	ac	08	33	616171
1462795690957084	8826	5a	d3	54	e5	2a	fc	616286
1462795690957191	8827	96	51	ae	1e	03	ab	616401
1462795691006840	8831	9d	01	2a	00	02	00	616485
1462795691006988	8832	92	f4	25	0d	41	a3	616600
1462795691007104	8833	2b	05	48	8f	fb	f4	616715
1462795691007234	8834	3c	05	a1	55	fe	75	616830
1462795691007381	8835	c6	4b	60	e3	8f	1a	616945
1462795691007490	8836	03	f6	fe	ad	e8	47	617060
1462795691007638	8837	f2	73	74	af	2e	ea	617175
1462795691056378	8841	9d	01	2a	00	02	00	617262
1462795691056531	8842	43	da	ca	99	a5	05	617377
1462795691056661	8843	32	54	bb	9f	59	5b	617492
1462795691056772	8844	fb	ab	e6	e3	9c	13	617607
1462795691056903	8845	de	d0	c9	56	4c	3f	617722
1462795691057054	8846	9c	ea	8e	65	90	22	617837
1462795691057189	8847	3a	6d	3e	5b	9f	a6	617952
1462795691102923	8851	9d	01	2a	00	02	00	618054
1462795691103072	8852	6e	f5	8d	de	b1	bb	618169
1462795691103187	8853	a8	9b	69	86	b3	f8	618284
1462795691103322	8854	eb	a4	4a	0b	d7	1a	618399
1462795691103456	8855	57	a0	9e	5b	33	68	618514
1462795691103591	8856	e4	8c	f1	aa	64	87	618629
1462795691103739	8857	80	5b	ec	77	70	c7	618744
1462795691160358	8863	9d	01	2a	00	02	00	618885
1462795691160509	8864	02	9e	7a	7e	58	d2	619000
1462795691160624	8865	d9	d9	98	dc	7a	91	619115
1462795691160730	8866	7e	35	4b	9f	fd	57	619230
1462795691160830	8867	8b	d7	86	b4	da	a0	619345
1462795691160932	8868	c7	17	eb	a6	3e	b4	619460
1462795691161031	8869	c9	92	08	1b	f1	55	619575
1462795691161132	8870	39	bd	42	f3	b4	92	619690
1462795691211598	8874	9d	01	2a	00	02	00	619738
1462795691211746	8875	ec	80	9d	90	13	b1	619853
1462795691211863	8876	60	3c	c1	5a	5b	1b	619968
1462795691212014	8877	00	97	56	da	2d	44	620083
1462795691212145	8878	c3	9e	0a	16	11	c8	620198
1462795691212285	8879	69	0c	81	44	d9	5c	620313
1462795691212394	8880	c0	89	63	30	b6	43	620428
1462795691212500	8881	db	4e	75	60	63	a6	620543
1462795691259826	8886	9d	01	2a	00	02	00	620618
1462795691259968	8887	e0	86	c6	b2	a2	3b	620733
1462795691260104	8888	60	e9	89	d1	19	ca	620848
1462795691260233	8889	40	a8	51	d6	5a	58	620963
1462795691260362	8890	83	3e	c0	a4	91	8b	621078
1462795691260511	8891	22	3d	56	13	7c	50	621193
1462795691260639	8892	ed	e5	c3	7f	a0	f4	621308
1462795691260747	8893	66	db	2e	b1	ba	f8	621423
1462795691307859	8898	9d	01	2a	00	02	00	621518
1462795691308010	8899	56	5e	44	a1	4f	cb	621633
1462795691308138	8900	b9	e0	87	ab	82	b8	621748
1462795691308267	8901	df	a3	d9	fa	ba	a1	621863
1462795691308394	8902	fa	0d	70	11	e2	ed	621978
1462795691308549	8903	0f	a1	72	6e	ed	8e	622093
1462795691308708	8904	dc	43	80	2c	1d	d6	622208
1462795691308814	8905	64	07	a5	b9	50	94	622323
1462795691360878	8909	9d	01	2a	00	02	00	622436
1462795691361030	8910	01	3b	20	27	64	04	622551
1462795691361157	8911	4b	c6	a2	d7	98	00	622666
1462795691361282	8912	9a	6e	ee	42	f2	20	622783
1462795691361405	8913	31	82	f5	51	db	22	622900
1462795691361554	8914	a7	0b	e0	67	18	21	623017
1462795691361705	8915	43	20	98	2b	f0	a6	623134
1462795691361835	8916	6b	66	84	ad	56	eb	623251
1462795691361941	8917	18	17	f2	97	54	6e	623368
1462795691414127	8921	9d	01	2a	00	02	00	623411
1462795691414279	8922	01	3b	20	27	64	04	623528
1462795691414438	8923	4b	c6	a2	d7	98	00	623645
1462795691414546	8924	9a	6e	ee	42	f2	20	623762
1462795691414676	8925	31	82	f5	51	db	22	623879
1462795691414818	8927	a7	0b	e0	67	18	21	623996
1462795691414931	8929	43	20	98	2b	f0	a6	624113
1462795691415084	8930	6b	66	84	ad	56	eb	624230
1462795691415207	8931	18	17	f2	97	54	6e	624347
1462795691463595	8935	9d	01	2a	00	02	00	624388
1462795691463725	8936	d9	01	3b	20	27	64	624503
1462795691463882	8937	a5	1b	60	ac	47	a0	624618
1462795691463985	8938	00	77	dc	23	f1	73	624733
1462795691464120	8939	3c	38	fc	65	94	01	624848
1462795691464222	8940	fa	78	06	21	5c	e7	624963
1462795691464320	8941	f0	b7	0a	8e	35	1a	625078
1462795691464417	8942	ce	25	26	47	d5	3d	625193
1462795691464516	8943	04	9d	52	70	ea	66	625308
1462795691512057	8949	9d	01	2a	00	02	00	625355
1462795691512202	8950	36	5e	39	9a	1d	71	625470
1462795691512334	8951	a1	b2	65	ca	01	0d	625585
1462795691512457	8952	28	04	f0	88	e0	9d	625700
1462795691512599	8953	ae	f0	52	6f	53	c8	625815
1462795691512732	8954	a2	38	0d	59	1c	3f	625930
1462795691512883	8955	b7	c0	4f	dd	a0	24	626045
1462795691512988	8956	aa	dd	71	4f	1a	f3	626160
1462795691513092	8957	db	25	e9	df	1a	29	626275
1462795691513192	8958	56	f8	55	dd	0a	4f	626390
1462795691513293	8959	b9	02	36	c6	6b	d3	626505
1462795691565943	8965	9d	01	2a	00	02	00	626581
1462795691566064	8966	18	32	aa	63	c0	ab	626696
1462795691566180	8967	d9	1c	8c	c3	d3	b8	626811
1462795691566325	8968	c5	6b	f3	7f	55	bd	626926
1462795691566450	8969	55	cc	01	54	fb	bf	627041
1462795691566582	8970	48	89	49	42	8f	6c	627156
1462795691566732	8971	df	54	d7	2a	3a	0f	627271
1462795691566838	8972	cc	eb	fe	35	0b	8c	627386
1462795691566944	8973	1c	15	46	39	96	fa	627501
1462795691567044	8974	93	18	98	5a	bd	c1	627616
1462795691567146	8975	e0	ef	cf	f4	9b	34	627731
1462795691617724	8981	9d	01	2a	00	02	00	627771
1462795691617835	8982	2f	b7	70	b5	7c	94	627886
1462795691617949	8983	93	0e	4b	2f	a2	00	628001
1462795691618051	8984	c3	7d	5f	51	c7	28	628116
1462795691618151	8985	fb	13	f5	9c	e6	2e	628231
1462795691618255	8986	83	ec	82	11	12	e1	628346
1462795691618355	8987	49	91	c0	23	7d	b1	628461
1462795691618457	8988	a9	4e	9e	64	0d	13	628576
1462795691618559	8989	f4	11	9a	41	11	8d	628691
1462795691618659	8990	88	86	80	af	5f	23	628806
1462795691668088	8995	9d	01	2a	00	02	00	628893
1462795691668232	8996	35	12	c6	05	09	24	629008
1462795691668364	8997	4f	03	de	36	87	9b	629123
1462795691668473	8998	2d	e3	32	20	bc	76	629238
1462795691668603	8999	3e	5a	88	89	35	df	629353
1462795691668732	9000	0c	cf	c3	45	46	d2	629468
1462795691668865	9001	a3	c0	04	71	49	96	629583
1462795691668970	9002	26	ca	d8	92	db	83	629698
1462795691669071	9003	24	fb	37	e0	a5	af	629813
1462795691669172	9004	2f	87	18	71	b0	f8	629928
1462795691716865	9010	9d	01	2a	00	02	00	629981
1462795691717012	9011	9c	82	9a	e8	c4	33	630096
1462795691717127	9012	f9	35	a3	f6	ba	f3	630211
1462795691717269	9013	53	2f	d1	69	4b	f3	630326
1462795691717378	9014	36	14	99	e9	88	48	630441
1462795691717508	9015	86	b7	55	b5	df	c2	630556
1462795691717632	9016	cf	0d	77	92	18	5c	630671
1462795691717737	9017	58	94	a8	1a	a4	7a	630786
1462795691717838	9018	05	a2	36	43	9b	86	630901
1462795691717937	9019	d2	cd	27	43	21	6c	631016
1462795691763919	9025	9d	01	2a	00	02	00	631057
1462795691764033	9026	1a	76	0a	67	97	7a	631172
1462795691764164	9027	44	11	6e	b3	16	3c	631287
1462795691764301	9028	67	58	2e	d4	5e	bc	631402
1462795691764423	9029	76	f3	3f	01	b5	d1	631517
1462795691764546	9030	f3	9c	5a	6d	52	32	631632
1462795691764652	9031	78	3c	f0	0e	30	b5	631747
1462795691764757	9032	1a	9f	e7	02	81	c2	631862
1462795691764860	9033	40	5f	55	b2	6b	9e	631977
1462795691764959	9034	90	d3	74	67	bc	af	632092
1462795691813470	9040	9d	01	2a	00	02	00	632123
1462795691813625	9041	4c	d2	82	9e	7a	7e	632238
1462795691813756	9042	5e	17	fc	df	62	d1	632353
1462795691813898	9043	50	49	61	e9	01	ca	632468
1462795691814008	9044	28	d1	2e	c6	a5	ad	632583
1462795691814139	9045	e7	c3	53	50	be	f4	632698
1462795691814278	9046	f1	c7	3d	b1	24	a7	632813
